product_name,brand,Category,city,order_date,month,retail_price,discounted_price,discount_pct,discount_band,price_band,units_sold,revenue,product_rating_clean,Rating_Status,,,,,
SVM PERIL-0123 Trendy Analog Watch  - For Women,Unknown,Watches,Hyderabad,07-06-2023,2023-06,999,999,0,0-10%,Mid (500-1500),256,0,0,Not Rated,,,,,
Blessed Plant Container Set,Blessed,Tools & Hardware,Bengaluru,26-10-2023,2023-10,1299,999,23.1,10-30%,Mid (500-1500),296,6838,0,Not Rated,,,,,
Maxima 07011LCGC Attivo Analog Watch  - For Men,Unknown,Watches,Pune,28-06-2023,2023-06,950,950,0,0-10%,Mid (500-1500),12,0,4.5,Rated,,,,,
Maxima 14758CPGY Mac Gold Analog Watch  - For Men,Unknown,Watches,Pune,20-09-2023,2023-09,850,850,0,0-10%,Mid (500-1500),371,0,0,Not Rated,,,,,
Color Palatte Plant Container Set,Color Palatte,Tools & Hardware,Chennai,23-09-2023,2023-09,1050,515,51,50%+,Mid (500-1500),313,15963,3,Rated,,,,,
Times 284TMS284 Party-Wedding Analog Watch  - For Women,Unknown,Watches,Chennai,24-05-2023,2023-05,599,550,8.2,0-10%,Mid (500-1500),342,2804,0,Not Rated,,,,,
First Smart Deal Plant Container Set,First Smart Deal,Tools & Hardware,Pune,18-04-2023,2023-04,1250,1020,18.4,10-30%,Mid (500-1500),408,7507,0,Not Rated,,,,,
Fastrack 9913PP05 Tees Analog Watch  - For Men,Unknown,Watches,Delhi,21-08-2023,2023-08,750,750,0,0-10%,Mid (500-1500),159,0,4.7,Rated,,,,,
VGreen Plant Container Set,VGreen,Tools & Hardware,Bengaluru,21-11-2023,2023-11,400,340,15,10-30%,Budget (<500),351,5265,0,Not Rated,,,,,
"Times Times_51 Party-Wedding Analog Watch  - For Women, Girls",Unknown,Watches,Delhi,23-04-2023,2023-04,599,599,0,0-10%,Mid (500-1500),127,0,0,Not Rated,,,,,
Zotti Sparkle Women Wedges,Unknown,Footwear,Mumbai,23-08-2023,2023-08,3000,1320,56,50%+,Premium (1500-5000),214,11984,0,Not Rated,,,,,
Timewel 1100-N1614W Heart Analog Watch  - For Women,Unknown,Watches,Delhi,03-08-2023,2023-08,855,855,0,0-10%,Mid (500-1500),454,0,0,Not Rated,,,,,
KKD Red Mini Planter Plant Container Set,KKD,Tools & Hardware,Hyderabad,21-11-2023,2023-11,700,350,50,30-50%,Mid (500-1500),206,10300,0,Not Rated,,,,,
Butterfly Women Wedges,Unknown,Footwear,Chennai,28-10-2023,2023-10,999,499,50.1,50%+,Mid (500-1500),437,21894,0,Not Rated,,,,,
Maxima AQ20203LMLI Attivo Analog Watch  - For Women,Unknown,Watches,Bengaluru,02-11-2023,2023-11,595,595,0,0-10%,Mid (500-1500),108,0,0,Not Rated,,,,,
Nexus NX_7587 Analog Watch  - For Women,Unknown,Watches,Mumbai,12-06-2023,2023-06,999,999,0,0-10%,Mid (500-1500),68,0,5,Rated,,,,,
Maxima 03918CMLY Analog Watch  - For Women,Unknown,Watches,Bengaluru,21-12-2023,2023-12,795,795,0,0-10%,Mid (500-1500),433,0,1,Rated,,,,,
Nexus NX_7668 Analog Watch  - For Men,Unknown,Watches,Chennai,04-05-2023,2023-05,999,999,0,0-10%,Mid (500-1500),182,0,0,Not Rated,,,,,
La Zilver Women Wedges,Unknown,Footwear,Bengaluru,04-09-2023,2023-09,1295,1295,0,0-10%,Mid (500-1500),42,0,0,Not Rated,,,,,
Sonata 8959YL01 Yuva Gold Analog Watch  - For Women,Unknown,Watches,Bengaluru,23-10-2023,2023-10,780,780,0,0-10%,Mid (500-1500),115,0,4.1,Rated,,,,,
Maxima 01433CMGY Gold Analog Watch  - For Men,Unknown,Watches,Delhi,14-12-2023,2023-12,795,795,0,0-10%,Mid (500-1500),185,0,0,Not Rated,,,,,
Studio 9 Mash Platform Women Wedges,Unknown,Footwear,Pune,12-04-2023,2023-04,1599,740,53.7,50%+,Premium (1500-5000),13,698,0,Not Rated,,,,,
Minerva Naturals Plant Container Set,Minerva Naturals,Tools & Hardware,Hyderabad,22-08-2023,2023-08,300,250,16.7,10-30%,Budget (<500),460,7682,0,Not Rated,,,,,
"Flippd FD040102 Casual Analog Watch  - For Men, Boys",Unknown,Watches,Bengaluru,17-12-2023,2023-12,999,999,0,0-10%,Mid (500-1500),397,0,0,Not Rated,,,,,
Go Hooked Plant Container Set,Go Hooked,Tools & Hardware,Chennai,14-12-2023,2023-12,500,500,0,0-10%,Mid (500-1500),193,0,0,Not Rated,,,,,
HMT B0341 HQ Analog Watch  - For Women,Unknown,Watches,Delhi,14-04-2023,2023-04,595,595,0,0-10%,Mid (500-1500),435,0,4.3,Rated,,,,,
Pepup PSRL-820 Round Fixed Speed Ladder,Pepup,Sports & Fitness,Bengaluru,02-11-2023,2023-11,1799,1099,38.9,30-50%,Premium (1500-5000),428,16649,0,Not Rated,,,,,
Sonata 77036SM02J Watch,Unknown,Watches,Chennai,18-12-2023,2023-12,999,999,0,0-10%,Mid (500-1500),281,0,0,Not Rated,,,,,
SF by Sonata 7957PP06 Watch,Unknown,Watches,Pune,06-08-2023,2023-08,549,549,0,0-10%,Mid (500-1500),192,0,0,Not Rated,,,,,
Lapguard HP Pavilion dv5-1008ax 6 Cell Laptop Battery,Lapguard,Computers,Delhi,24-04-2023,2023-04,3999,1699,57.5,50%+,Premium (1500-5000),282,16215,0,Not Rated,,,,,
Maxima 24990LMLI Swarovski Analog Watch  - For Women,Unknown,Watches,Chennai,13-10-2023,2023-10,950,760,20,10-30%,Mid (500-1500),414,8280,4.2,Rated,,,,,
Rega IT Gateway MD7822 MD-7822 MD7822U 6 Cell Laptop Battery,Rega IT,Computers,Mumbai,11-10-2023,2023-10,2699,1299,51.9,50%+,Premium (1500-5000),408,21175,0,Not Rated,,,,,
Yuccabe Italia Plant Container Set,Yuccabe Italia,Tools & Hardware,Delhi,05-04-2023,2023-04,2598,1299,50,30-50%,Premium (1500-5000),257,12850,0,Not Rated,,,,,
Maxima 24996PMLI Swarovski Analog Watch  - For Women,Unknown,Watches,Chennai,27-06-2023,2023-06,950,950,0,0-10%,Mid (500-1500),55,0,0,Not Rated,,,,,
Rega IT Hp Pavilion DV2535TX DV2536TX 12 Cell 12 Cell Laptop Battery,Rega IT,Computers,Hyderabad,27-12-2023,2023-12,4999,2499,50,30-50%,Premium (1500-5000),310,15500,0,Not Rated,,,,,
VGreen Plant Container Set,VGreen,Tools & Hardware,Mumbai,16-11-2023,2023-11,450,399,11.3,10-30%,Budget (<500),242,2735,0,Not Rated,,,,,
Rega IT Hp Compaq G7030EP G7030ER 6 Cell 6 Cell Laptop Battery,Rega IT,Computers,Delhi,03-08-2023,2023-08,2699,1299,51.9,50%+,Premium (1500-5000),245,12716,0,Not Rated,,,,,
Sonata 2160YL06 Economy Analog Watch  - For Women,Unknown,Watches,Hyderabad,07-10-2023,2023-10,749,749,0,0-10%,Mid (500-1500),410,0,4,Rated,,,,,
Lapguard HP Pavilion dv5-1015nr 6 Cell Laptop Battery,Lapguard,Computers,Pune,19-09-2023,2023-09,3999,1699,57.5,50%+,Premium (1500-5000),349,20068,0,Not Rated,,,,,
Lapguard HP Pavilion dv5-1007ca 6 Cell Laptop Battery,Lapguard,Computers,Pune,01-12-2023,2023-12,3999,1699,57.5,50%+,Premium (1500-5000),224,12880,0,Not Rated,,,,,
Maxima 32841PPDN Digital Watch  - For Men,Unknown,Watches,Mumbai,03-10-2023,2023-10,995,995,0,0-10%,Mid (500-1500),478,0,3.9,Rated,,,,,
ARB HP Pavilion dv2325ea Replacement 6 Cell Laptop Battery,ARB,Computers,Delhi,26-12-2023,2023-12,3499,1499,57.2,50%+,Premium (1500-5000),411,23509,0,Not Rated,,,,,
Easy Gardening Home Plant Container Set,Easy Gardening,Tools & Hardware,Delhi,03-10-2023,2023-10,700,399,43,30-50%,Mid (500-1500),449,19307,0,Not Rated,,,,,
Rega IT Hp Pavilion DV6-6B06ST DV6-6B06SV 12 Cell 12 Cell Laptop Battery,Rega IT,Computers,Hyderabad,08-11-2023,2023-11,4999,2499,50,30-50%,Premium (1500-5000),480,24000,0,Not Rated,,,,,
Maxima 26280CMLI Attivo Analog Watch  - For Women,Unknown,Watches,Delhi,19-12-2023,2023-12,895,850,5,0-10%,Mid (500-1500),245,1225,3,Rated,,,,,
Minerva Naturals Garden Plant Container Set,Minerva Naturals,Tools & Hardware,Mumbai,02-11-2023,2023-11,280,240,14.3,10-30%,Budget (<500),382,5463,0,Not Rated,,,,,
Maxima 17321CMLY Gold Analog Watch  - For Women,Unknown,Watches,Pune,28-05-2023,2023-05,695,675,2.9,0-10%,Mid (500-1500),41,119,4.5,Rated,,,,,
Lapguard HP Pavilion dv5-1027tx 6 Cell Laptop Battery,Lapguard,Computers,Bengaluru,18-12-2023,2023-12,3999,1699,57.5,50%+,Premium (1500-5000),41,2358,0,Not Rated,,,,,
Logues LGSWATCHES760SL Analog Watch  - For Women,Unknown,Watches,Pune,16-11-2023,2023-11,725,725,0,0-10%,Mid (500-1500),103,0,0,Not Rated,,,,,
Rega IT Hp Pavilion DV6-6118NR DV6-6118SL 12 Cell 12 Cell Laptop Battery,Rega IT,Computers,Hyderabad,15-09-2023,2023-09,4999,2499,50,30-50%,Premium (1500-5000),303,15150,0,Not Rated,,,,,
"Flippd FD040185 Casual Analog Watch  - For Women, Girls",Unknown,Watches,Pune,11-12-2023,2023-12,999,999,0,0-10%,Mid (500-1500),112,0,0,Not Rated,,,,,
Lapguard HP Pavilion dv5-1030el 6 Cell Laptop Battery,Lapguard,Computers,Chennai,22-11-2023,2023-11,3999,1699,57.5,50%+,Premium (1500-5000),415,23863,0,Not Rated,,,,,
Color Palatte Hanging Planter Plant Container Set,Color Palatte,Tools & Hardware,Hyderabad,06-04-2023,2023-04,1325,625,52.8,50%+,Mid (500-1500),218,11510,0,Not Rated,,,,,
Lapguard HP Pavilion dv5-1014tx 6 Cell Laptop Battery,Lapguard,Computers,Hyderabad,15-11-2023,2023-11,3999,1699,57.5,50%+,Premium (1500-5000),120,6900,0,Not Rated,,,,,
Lapguard HP Pavilion dv5-1020el 6 Cell Laptop Battery,Lapguard,Computers,Bengaluru,26-12-2023,2023-12,3999,1699,57.5,50%+,Premium (1500-5000),206,11845,0,Not Rated,,,,,
Natures Plus Home Garden Plant Container Set,Natures Plus,Tools & Hardware,Mumbai,14-11-2023,2023-11,350,290,17.1,10-30%,Budget (<500),24,410,3,Rated,,,,,
Global Nomad GNLBBL0314 Analog Watch  - For Men,Unknown,Watches,Chennai,23-07-2023,2023-07,725,725,0,0-10%,Mid (500-1500),444,0,4,Rated,,,,,
Lapguard HP Pavilion dv5-1005eg 6 Cell Laptop Battery,Lapguard,Computers,Delhi,06-05-2023,2023-05,3999,1699,57.5,50%+,Premium (1500-5000),359,20643,0,Not Rated,,,,,
Agricart African Marigold Vanilla F1- White Seed,Agricart,Home Improvement,Hyderabad,18-09-2023,2023-09,150,150,0,0-10%,Budget (<500),334,0,5,Rated,,,,,
Sonata 87009SM02 Watch,Unknown,Watches,Hyderabad,10-05-2023,2023-05,1099,1099,0,0-10%,Mid (500-1500),351,0,0,Not Rated,,,,,
Lapguard HP Pavilion dv5-1008tx 6 Cell Laptop Battery,Lapguard,Computers,Pune,08-08-2023,2023-08,3999,1699,57.5,50%+,Premium (1500-5000),378,21735,0,Not Rated,,,,,
Agricart Rudbeckia Rustic Dwarf Mix Seed,Agricart,Home Improvement,Bengaluru,10-09-2023,2023-09,80,80,0,0-10%,Budget (<500),461,0,0,Not Rated,,,,,
Times 373TMS373 Party-Wedding Analog Watch  - For Women,Unknown,Watches,Mumbai,07-04-2023,2023-04,599,550,8.2,0-10%,Mid (500-1500),135,1107,0,Not Rated,,,,,
Mustard Solid Women's Tunic,Unknown,Clothing,Mumbai,16-06-2023,2023-06,1499,1499,0,0-10%,Mid (500-1500),239,0,0,Not Rated,,,,,
Lapguard HP Pavilion dv5-1007ef 6 Cell Laptop Battery,Lapguard,Computers,Pune,13-05-2023,2023-05,3999,1699,57.5,50%+,Premium (1500-5000),349,20068,0,Not Rated,,,,,
VGreen Plant Container Set,VGreen,Tools & Hardware,Mumbai,25-05-2023,2023-05,500,339,32.2,30-50%,Mid (500-1500),282,9080,0,Not Rated,,,,,
Maxima 04615CMGY Gold Analog Watch  - For Men,Unknown,Watches,Hyderabad,28-10-2023,2023-10,795,795,0,0-10%,Mid (500-1500),493,0,0,Not Rated,,,,,
"Noise NOSWW032 I M Famous Analog Watch  - For Women, Men",Unknown,Watches,Bengaluru,22-08-2023,2023-08,999,999,0,0-10%,Mid (500-1500),199,0,0,Not Rated,,,,,
Anekaant Printed Women's Tunic,Unknown,Clothing,Delhi,05-08-2023,2023-08,1349,684,49.3,30-50%,Mid (500-1500),192,9466,0,Not Rated,,,,,
Minerva Naturals Plant Container Set,Minerva Naturals,Tools & Hardware,Hyderabad,16-05-2023,2023-05,600,549,8.5,0-10%,Mid (500-1500),428,3638,0,Not Rated,,,,,
Lapguard HP Pavilion dv5-1005ef 6 Cell Laptop Battery,Lapguard,Computers,Pune,04-11-2023,2023-11,3999,1699,57.5,50%+,Premium (1500-5000),161,9258,0,Not Rated,,,,,
Sonata 7007YL09 Essentials Analog Watch  - For Men,Unknown,Watches,Chennai,17-06-2023,2023-06,899,899,0,0-10%,Mid (500-1500),340,0,4.7,Rated,,,,,
Clodentity Printed Women's Tunic,Unknown,Clothing,Hyderabad,06-09-2023,2023-09,1599,575,64,50%+,Premium (1500-5000),243,15552,0,Not Rated,,,,,
Sonata 7016YM09 Watch,Unknown,Watches,Pune,28-07-2023,2023-07,968,968,0,0-10%,Mid (500-1500),374,0,0,Not Rated,,,,,
Lapguard HP Pavilion dv5-1008ca 6 Cell Laptop Battery,Lapguard,Computers,Mumbai,23-10-2023,2023-10,3999,1699,57.5,50%+,Premium (1500-5000),495,28463,0,Not Rated,,,,,
First Smart Deal Plant Container Set,First Smart Deal,Tools & Hardware,Pune,07-12-2023,2023-12,1400,1080,22.9,10-30%,Mid (500-1500),50,1145,0,Not Rated,,,,,
Sonata 87001SL01 Analog Watch  - For Women,Unknown,Watches,Delhi,18-04-2023,2023-04,899,899,0,0-10%,Mid (500-1500),221,0,3.5,Rated,,,,,
Fluid FS209-BK01 Digital Watch  - For Men,Unknown,Watches,Pune,05-11-2023,2023-11,799,799,0,0-10%,Mid (500-1500),311,0,3.5,Rated,,,,,
Lapguard HP Pavilion dv5-1022tx 6 Cell Laptop Battery,Lapguard,Computers,Delhi,03-07-2023,2023-07,3999,1699,57.5,50%+,Premium (1500-5000),435,25013,0,Not Rated,,,,,
"Omax KD119 Analog Watch  - For Boys, Girls",Unknown,Watches,Delhi,06-12-2023,2023-12,599,570,4.8,0-10%,Mid (500-1500),431,2069,0,Not Rated,,,,,
Maxima 21101BMLY Gold Analog Watch  - For Women,Unknown,Watches,Pune,24-09-2023,2023-09,1075,965,10.2,10-30%,Mid (500-1500),41,418,4.3,Rated,,,,,
Lamex 3505 S Purple And Purple Analog Watch  - For Women,Unknown,Watches,Chennai,07-06-2023,2023-06,799,799,0,0-10%,Mid (500-1500),483,0,0,Not Rated,,,,,
Fastrack 9770PL01 Sport Analog Watch  - For Women,Unknown,Watches,Mumbai,04-04-2023,2023-04,995,995,0,0-10%,Mid (500-1500),456,0,4.2,Rated,,,,,
Maxima 23952LMLI Swarovski Analog Watch  - For Women,Unknown,Watches,Delhi,10-07-2023,2023-07,995,895,10.1,10-30%,Mid (500-1500),56,566,0,Not Rated,,,,,
Yuccabe Italia Combo for 3 Stoic White Self Watering planter Plant Container Set,Yuccabe Italia,Tools & Hardware,Delhi,13-11-2023,2023-11,3897,1799,53.8,50%+,Premium (1500-5000),279,15010,0,Not Rated,,,,,
Timewel 1100-N1934 Analog Watch  - For Women,Unknown,Watches,Chennai,16-05-2023,2023-05,855,855,0,0-10%,Mid (500-1500),420,0,0,Not Rated,,,,,
VGreen Plant Container Set,VGreen,Tools & Hardware,Delhi,10-04-2023,2023-04,1200,920,23.3,10-30%,Mid (500-1500),17,396,1,Rated,,,,,
Maxima 21131CPGI Mac Attivo Analog Watch  - For Men,Unknown,Watches,Pune,26-12-2023,2023-12,695,695,0,0-10%,Mid (500-1500),197,0,0,Not Rated,,,,,
Maxima 17320CMLY Analog Watch  - For Women,Unknown,Watches,Hyderabad,21-07-2023,2023-07,795,795,0,0-10%,Mid (500-1500),255,0,0,Not Rated,,,,,
Joy Living Garden Plant Container Set,Joy Living,Tools & Hardware,Bengaluru,15-10-2023,2023-10,400,400,0,0-10%,Budget (<500),496,0,0,Not Rated,,,,,
Minerva Naturals Plant Container Set,Minerva Naturals,Tools & Hardware,Mumbai,13-11-2023,2023-11,1250,999,20.1,10-30%,Mid (500-1500),233,4683,0,Not Rated,,,,,
Maxima 04621CMLY Analog Watch  - For Women,Unknown,Watches,Hyderabad,12-09-2023,2023-09,775,725,6.5,0-10%,Mid (500-1500),89,579,0,Not Rated,,,,,
Gift Island SW13389E Fashionin Digital Watch  - For Men,Unknown,Watches,Hyderabad,22-12-2023,2023-12,699,699,0,0-10%,Mid (500-1500),500,0,0,Not Rated,,,,,
First Smart Deal Plant Container Set,First Smart Deal,Tools & Hardware,Chennai,25-05-2023,2023-05,800,495,38.1,30-50%,Mid (500-1500),91,3467,0,Not Rated,,,,,
ShellysTrends Planters Plant Container Set,ShellysTrends,Tools & Hardware,Delhi,09-07-2023,2023-07,1199,599,50,30-50%,Mid (500-1500),452,22600,0,Not Rated,,,,,
Sonata 7945SL01 Watch,Unknown,Watches,Hyderabad,23-07-2023,2023-07,850,850,0,0-10%,Mid (500-1500),451,0,0,Not Rated,,,,,
Blessed Ring Plant Container Set,Blessed,Tools & Hardware,Chennai,25-07-2023,2023-07,1350,849,37.1,30-50%,Mid (500-1500),234,8681,3,Rated,,,,,
Joy Living Garden Plant Container Set,Joy Living,Tools & Hardware,Hyderabad,27-06-2023,2023-06,750,750,0,0-10%,Mid (500-1500),309,0,4.5,Rated,,,,,
"Omax KD120 Analog Watch  - For Boys, Girls",Unknown,Watches,Hyderabad,05-12-2023,2023-12,599,599,0,0-10%,Mid (500-1500),59,0,0,Not Rated,,,,,
Maxima 22381BMLY Gold Analog Watch  - For Women,Unknown,Watches,Bengaluru,08-12-2023,2023-12,1175,1060,9.8,0-10%,Mid (500-1500),300,2940,4.8,Rated,,,,,
Minerva Naturals Plant Container Set,Minerva Naturals,Tools & Hardware,Mumbai,27-05-2023,2023-05,1200,949,20.9,10-30%,Mid (500-1500),134,2801,0,Not Rated,,,,,
Fastrack 9298PV06 Beach Analog Watch  - For Men,Unknown,Watches,Bengaluru,25-10-2023,2023-10,995,995,0,0-10%,Mid (500-1500),78,0,5,Rated,,,,,
Maxima 29923LPGY Analog Watch  - For Men,Unknown,Watches,Bengaluru,02-05-2023,2023-05,895,800,10.6,10-30%,Mid (500-1500),118,1251,3.7,Rated,,,,,
Timewel N1834-W Analog Watch  - For Women,Unknown,Watches,Delhi,02-08-2023,2023-08,705,705,0,0-10%,Mid (500-1500),38,0,0,Not Rated,,,,,
Super Drool Designer Plant Container Set,Super Drool,Tools & Hardware,Bengaluru,26-04-2023,2023-04,959,599,37.5,30-50%,Mid (500-1500),10,375,0,Not Rated,,,,,
Sonata 77018PL01 Watch,Unknown,Watches,Pune,20-09-2023,2023-09,799,799,0,0-10%,Mid (500-1500),30,0,4,Rated,,,,,
Lamex 4250 Rg White And White Analog Watch  - For Women,Unknown,Watches,Hyderabad,02-10-2023,2023-10,849,849,0,0-10%,Mid (500-1500),496,0,0,Not Rated,,,,,
Maxima 20981LMGI Attivo Analog Watch  - For Men,Unknown,Watches,Chennai,04-05-2023,2023-05,995,895,10.1,10-30%,Mid (500-1500),94,949,5,Rated,,,,,
Wonderland Plant Container Set,Wonderland,Tools & Hardware,Hyderabad,03-05-2023,2023-05,1000,1000,0,0-10%,Mid (500-1500),351,0,0,Not Rated,,,,,
Gift Island AST613 Analog Watch  - For Women,Unknown,Watches,Delhi,14-11-2023,2023-11,699,699,0,0-10%,Mid (500-1500),224,0,0,Not Rated,,,,,
Agricart Lettuce Seed,Agricart,Home Improvement,Pune,13-09-2023,2023-09,80,80,0,0-10%,Budget (<500),472,0,1,Rated,,,,,
Neo Classic NC53-1044_W Analog Watch  - For Men,Unknown,Watches,Chennai,12-10-2023,2023-10,995,995,0,0-10%,Mid (500-1500),358,0,0,Not Rated,,,,,
Maxima 24742LMGY Gold Analog Watch  - For Men,Unknown,Watches,Pune,09-05-2023,2023-05,950,950,0,0-10%,Mid (500-1500),190,0,4.5,Rated,,,,,
Easy Gardening 16 Inch Elegance Plant Container Set,Easy Gardening,Tools & Hardware,Mumbai,02-10-2023,2023-10,1800,999,44.5,30-50%,Premium (1500-5000),498,22161,0,Not Rated,,,,,
Flippd FDLWP1214 Fashion Analog Watch  - For Women,Unknown,Watches,Pune,16-10-2023,2023-10,799,799,0,0-10%,Mid (500-1500),486,0,0,Not Rated,,,,,
Sonata 8974PP03 Analog Watch  - For Women,Unknown,Watches,Hyderabad,01-05-2023,2023-05,649,649,0,0-10%,Mid (500-1500),256,0,3.4,Rated,,,,,
E-plant Round Shaji Seed,E-plant,Home Improvement,Bengaluru,24-06-2023,2023-06,299,180,39.8,30-50%,Budget (<500),421,16756,0,Not Rated,,,,,
"Noise NOSWW016 Grip On Analog Watch  - For Women, Men",Unknown,Watches,Bengaluru,05-11-2023,2023-11,999,999,0,0-10%,Mid (500-1500),61,0,0,Not Rated,,,,,
Natures Plus Home Garden Plant Container Set,Natures Plus,Tools & Hardware,Chennai,27-12-2023,2023-12,250,239,4.4,0-10%,Budget (<500),40,176,3,Rated,,,,,
Timewel 1100-N498 Analog Watch  - For Men,Unknown,Watches,Delhi,10-12-2023,2023-12,995,995,0,0-10%,Mid (500-1500),314,0,4,Rated,,,,,
Divine Tree SD19 Seed,Divine Tree,Home Improvement,Delhi,01-11-2023,2023-11,110,100,9.1,0-10%,Budget (<500),57,519,0,Not Rated,,,,,
Nexus NX_7684 Analog Watch  - For Women,Unknown,Watches,Chennai,07-06-2023,2023-06,999,999,0,0-10%,Mid (500-1500),49,0,0,Not Rated,,,,,
Agricart Lupin Pixie Mix Seed,Agricart,Home Improvement,Mumbai,04-11-2023,2023-11,80,80,0,0-10%,Budget (<500),340,0,0,Not Rated,,,,,
Maxima 26092PMGB Attivo Analog Watch  - For Men,Unknown,Watches,Mumbai,05-12-2023,2023-12,675,675,0,0-10%,Mid (500-1500),216,0,4,Rated,,,,,
Maxima 24460CMGI Attivo Analog Watch  - For Men,Unknown,Watches,Chennai,17-05-2023,2023-05,850,825,2.9,0-10%,Mid (500-1500),462,1340,4.2,Rated,,,,,
Super Drool Floral Plant Container Set,Super Drool,Tools & Hardware,Hyderabad,17-04-2023,2023-04,1499,869,42,30-50%,Mid (500-1500),429,18018,0,Not Rated,,,,,
Maxima 09321CMGY Gold Analog Watch  - For Men,Unknown,Watches,Chennai,21-10-2023,2023-10,975,880,9.7,0-10%,Mid (500-1500),336,3259,0,Not Rated,,,,,
"Noise NOSWW001 Analog Watch  - For Men, Women",Unknown,Watches,Hyderabad,15-11-2023,2023-11,999,999,0,0-10%,Mid (500-1500),41,0,4,Rated,,,,,
Yuccabe Italia Stella Yellow Self Watering Planter Plant Container Set,Yuccabe Italia,Tools & Hardware,Pune,08-05-2023,2023-05,1299,750,42.3,30-50%,Mid (500-1500),362,15313,1,Rated,,,,,
Sneha Unique Women Wedges,Unknown,Footwear,Chennai,26-09-2023,2023-09,998,499,50,30-50%,Mid (500-1500),345,17250,0,Not Rated,,,,,
Easy Gardening Home Plant Container Set,Easy Gardening,Tools & Hardware,Delhi,12-05-2023,2023-05,2000,1600,20,10-30%,Premium (1500-5000),493,9860,0,Not Rated,,,,,
Zotti Women Wedges,Unknown,Footwear,Mumbai,06-05-2023,2023-05,4200,999,76.2,50%+,Premium (1500-5000),315,24003,0,Not Rated,,,,,
SF by Sonata 7991PP02 Ocean Digital Watch  - For Men,Unknown,Watches,Bengaluru,22-04-2023,2023-04,999,999,0,0-10%,Mid (500-1500),213,0,4.8,Rated,,,,,
Fluid FU203-GR01 Analog-Digital Watch  - For Men,Unknown,Watches,Chennai,08-05-2023,2023-05,899,899,0,0-10%,Mid (500-1500),224,0,3,Rated,,,,,
Cambio Plant Container Set,Cambio,Tools & Hardware,Delhi,02-12-2023,2023-12,950,600,36.8,30-50%,Mid (500-1500),452,16634,0,Not Rated,,,,,
Kaaryah Printed Women's Tunic,Unknown,Clothing,Chennai,08-06-2023,2023-06,1670,1419,15,10-30%,Premium (1500-5000),392,5880,0,Not Rated,,,,,
Kaaryah Solid Women's Tunic,Unknown,Clothing,Delhi,08-07-2023,2023-07,2170,1193,45,30-50%,Premium (1500-5000),26,1170,0,Not Rated,,,,,
Maxima 06362CMGY Gold Analog Watch  - For Men,Unknown,Watches,Mumbai,03-10-2023,2023-10,1075,995,7.4,0-10%,Mid (500-1500),398,2945,5,Rated,,,,,
"Viba London Casual, Festive, Formal Printed Women's Kurti",Unknown,Clothing,Mumbai,17-06-2023,2023-06,799,299,62.6,50%+,Mid (500-1500),191,11957,0,Not Rated,,,,,
Blessed Plain Plant Container Set,Blessed,Tools & Hardware,Mumbai,17-05-2023,2023-05,1299,599,53.9,50%+,Mid (500-1500),380,20482,2.3,Rated,,,,,
Stylisda SFK09 Analog Watch  - For Women,Unknown,Watches,Delhi,16-12-2023,2023-12,949,875,7.8,0-10%,Mid (500-1500),260,2028,0,Not Rated,,,,,
Klick Solid Women's Tunic,Unknown,Clothing,Chennai,12-11-2023,2023-11,1099,477,56.6,50%+,Mid (500-1500),52,2943,3.6,Rated,,,,,
Figo Fashion LL-1008PINK Glitz Analog Watch  - For Women,Unknown,Watches,Delhi,23-05-2023,2023-05,999,999,0,0-10%,Mid (500-1500),314,0,0,Not Rated,,,,,
First Smart Deal Plant Container Set,First Smart Deal,Tools & Hardware,Delhi,11-06-2023,2023-06,500,312,37.6,30-50%,Mid (500-1500),72,2707,0,Not Rated,,,,,
"Fastrack ND9915PP05J Teevirus Analog Watch  - For Women, Men",Unknown,Watches,Mumbai,23-08-2023,2023-08,749,749,0,0-10%,Mid (500-1500),467,0,4.1,Rated,,,,,
Sonata 8925YL02 Analog Watch  - For Women,Unknown,Watches,Bengaluru,27-06-2023,2023-06,599,599,0,0-10%,Mid (500-1500),380,0,4.4,Rated,,,,,
